year,level,name,race,group,estimate,moe,share,sharemoe
2021,4_town,Hamden,asian,ages25plus,2120,390,NA,NA
2021,4_town,Hamden,asian,less_than_hs,211,121,0.1,0.054
2021,4_town,Hamden,asian,high_school,232,116,0.11,0.051
2021,4_town,Hamden,asian,some_college_aa,169,91,0.08,0.04
2021,4_town,Hamden,asian,bachelors_plus,1508,341,0.71,0.094
2021,4_town,Hamden,aian,ages25plus,113,89,NA,NA
2021,4_town,Hamden,aian,less_than_hs,27,35,0.24,0.246
2021,4_town,Hamden,aian,high_school,42,49,0.37,0.32
2021,4_town,Hamden,aian,some_college_aa,32,55,0.28,0.433
2021,4_town,Hamden,aian,bachelors_plus,12,37,0.11,0.317
2021,4_town,Hamden,other_race,ages25plus,3234,576,NA,NA
2021,4_town,Hamden,other_race,less_than_hs,347,175,0.11,0.051
2021,4_town,Hamden,other_race,high_school,1097,406,0.34,0.11
2021,4_town,Hamden,other_race,some_college_aa,787,254,0.24,0.065
2021,4_town,Hamden,other_race,bachelors_plus,1003,267,0.31,0.061
2021,4_town,Hampton,total,ages25plus,1283,125,NA,NA
2021,4_town,Hampton,total,less_than_hs,46,40,0.04,0.031
2021,4_town,Hampton,total,high_school,427,73,0.33,0.047
2021,4_town,Hampton,total,some_college_aa,354,65,0.28,0.043
2021,4_town,Hampton,total,bachelors_plus,456,67,0.36,0.039
2021,4_town,Hampton,white,ages25plus,1224,119,NA,NA
2021,4_town,Hampton,white,less_than_hs,39,23,0.03,0.019
2021,4_town,Hampton,white,high_school,406,73,0.33,0.05
2021,4_town,Hampton,white,some_college_aa,343,65,0.28,0.046
2021,4_town,Hampton,white,bachelors_plus,436,64,0.36,0.039
2021,4_town,Hampton,black,ages25plus,1,26,NA,NA
2021,4_town,Hampton,black,less_than_hs,1,13,1,29.069
2021,4_town,Hampton,black,high_school,0,13,0,13
2021,4_town,Hampton,black,some_college_aa,0,13,0,13
2021,4_town,Hampton,black,bachelors_plus,0,13,0,13
2021,4_town,Hampton,latino,ages25plus,32,28,NA,NA
2021,4_town,Hampton,latino,less_than_hs,2,14,0.06,0.434
2021,4_town,Hampton,latino,high_school,13,14,0.41,0.255
2021,4_town,Hampton,latino,some_college_aa,0,13,0,0.406
2021,4_town,Hampton,latino,bachelors_plus,17,15,0.53,0.06
2021,4_town,Hampton,asian,ages25plus,0,13,NA,NA
2021,4_town,Hampton,asian,less_than_hs,0,13,NA,NA
2021,4_town,Hampton,asian,high_school,0,13,NA,NA
2021,4_town,Hampton,asian,some_college_aa,0,13,NA,NA
2021,4_town,Hampton,asian,bachelors_plus,0,13,NA,NA
2021,4_town,Hampton,aian,ages25plus,8,27,NA,NA
2021,4_town,Hampton,aian,less_than_hs,0,13,0,1.625
2021,4_town,Hampton,aian,high_school,3,14,0.38,1.209
2021,4_town,Hampton,aian,some_college_aa,2,13,0.25,1.389
2021,4_town,Hampton,aian,bachelors_plus,3,14,0.38,1.209
2021,4_town,Hampton,other_race,ages25plus,40,59,NA,NA
2021,4_town,Hampton,other_race,less_than_hs,4,30,0.1,0.735
2021,4_town,Hampton,other_race,high_school,10,31,0.25,0.682
2021,4_town,Hampton,other_race,some_college_aa,9,27,0.22,0.588
2021,4_town,Hampton,other_race,bachelors_plus,17,30,0.42,0.412
2021,4_town,Hartford,total,ages25plus,76201,2304,NA,NA
2021,4_town,Hartford,total,less_than_hs,19898,1243,0.26,0.014
2021,4_town,Hartford,total,high_school,25678,1349,0.34,0.014
2021,4_town,Hartford,total,some_college_aa,17928,1045,0.24,0.012
2021,4_town,Hartford,total,bachelors_plus,12697,925,0.17,0.011
2021,4_town,Hartford,white,ages25plus,11311,779,NA,NA
2021,4_town,Hartford,white,less_than_hs,1903,380,0.17,0.032
2021,4_town,Hartford,white,high_school,2854,377,0.25,0.028
2021,4_town,Hartford,white,some_college_aa,2105,323,0.19,0.026
2021,4_town,Hartford,white,bachelors_plus,4449,464,0.39,0.031
2021,4_town,Hartford,black,ages25plus,29167,1547,NA,NA
2021,4_town,Hartford,black,less_than_hs,4714,566,0.16,0.017
2021,4_town,Hartford,black,high_school,11476,1066,0.39,0.03
2021,4_town,Hartford,black,some_college_aa,8930,814,0.31,0.023
2021,4_town,Hartford,black,bachelors_plus,4047,526,0.14,0.016
2021,4_town,Hartford,latino,ages25plus,32546,1433,NA,NA
2021,4_town,Hartford,latino,less_than_hs,13126,934,0.4,0.023
2021,4_town,Hartford,latino,high_school,10752,783,0.33,0.019
2021,4_town,Hartford,latino,some_college_aa,6423,667,0.2,0.019
2021,4_town,Hartford,latino,bachelors_plus,2245,352,0.07,0.01
2021,4_town,Hartford,asian,ages25plus,2198,420,NA,NA
2021,4_town,Hartford,asian,less_than_hs,306,106,0.14,0.04
2021,4_town,Hartford,asian,high_school,118,76,0.05,0.033
2021,4_town,Hartford,asian,some_college_aa,154,74,0.07,0.031
2021,4_town,Hartford,asian,bachelors_plus,1620,393,0.74,0.11
2021,4_town,Hartford,aian,ages25plus,389,201,NA,NA
2021,4_town,Hartford,aian,less_than_hs,179,173,0.46,0.376
2021,4_town,Hartford,aian,high_school,118,69,0.3,0.083
2021,4_town,Hartford,aian,some_college_aa,38,32,0.1,0.065
2021,4_town,Hartford,aian,bachelors_plus,54,71,0.14,0.168
2021,4_town,Hartford,other_race,ages25plus,23819,1356,NA,NA
2021,4_town,Hartford,other_race,less_than_hs,9184,770,0.39,0.024
2021,4_town,Hartford,other_race,high_school,8373,844,0.35,0.029
2021,4_town,Hartford,other_race,some_college_aa,4598,655,0.19,0.025
2021,4_town,Hartford,other_race,bachelors_plus,1664,322,0.07,0.013
2021,4_town,Hartland,total,ages25plus,1487,168,NA,NA
2021,4_town,Hartland,total,less_than_hs,55,48,0.04,0.032
2021,4_town,Hartland,total,high_school,433,80,0.29,0.043
2021,4_town,Hartland,total,some_college_aa,510,101,0.34,0.056
2021,4_town,Hartland,total,bachelors_plus,489,96,0.33,0.053
2021,4_town,Hartland,white,ages25plus,1425,156,NA,NA
2021,4_town,Hartland,white,less_than_hs,43,23,0.03,0.016
2021,4_town,Hartland,white,high_school,398,77,0.28,0.045
2021,4_town,Hartland,white,some_college_aa,499,96,0.35,0.055
2021,4_town,Hartland,white,bachelors_plus,485,93,0.34,0.054
2021,4_town,Hartland,black,ages25plus,1,30,NA,NA
2021,4_town,Hartland,black,less_than_hs,1,20,1,36.056
2021,4_town,Hartland,black,high_school,0,13,0,13
2021,4_town,Hartland,black,some_college_aa,0,13,0,13
2021,4_town,Hartland,black,bachelors_plus,0,13,0,13
2021,4_town,Hartland,latino,ages25plus,6,27,NA,NA
2021,4_town,Hartland,latino,less_than_hs,0,13,0,2.167
2021,4_town,Hartland,latino,high_school,2,14,0.33,1.787
2021,4_town,Hartland,latino,some_college_aa,4,14,0.67,3.801
2021,4_town,Hartland,latino,bachelors_plus,0,13,0,2.167
2021,4_town,Hartland,asian,ages25plus,0,13,NA,NA
2021,4_town,Hartland,asian,less_than_hs,0,13,NA,NA
2021,4_town,Hartland,asian,high_school,0,13,NA,NA
2021,4_town,Hartland,asian,some_college_aa,0,13,NA,NA
2021,4_town,Hartland,asian,bachelors_plus,0,13,NA,NA
2021,4_town,Hartland,aian,ages25plus,0,13,NA,NA
2021,4_town,Hartland,aian,less_than_hs,0,13,NA,NA
2021,4_town,Hartland,aian,high_school,0,13,NA,NA
2021,4_town,Hartland,aian,some_college_aa,0,13,NA,NA
2021,4_town,Hartland,aian,bachelors_plus,0,13,NA,NA
2021,4_town,Hartland,other_race,ages25plus,60,64,NA,NA
2021,4_town,Hartland,other_race,less_than_hs,11,33,0.18,0.514
2021,4_town,Hartland,other_race,high_school,34,37,0.57,0.122
2021,4_town,Hartland,other_race,some_college_aa,11,28,0.18,0.424
2021,4_town,Hartland,other_race,bachelors_plus,4,30,0.07,0.495
2021,4_town,Harwinton,total,ages25plus,3981,394,NA,NA
2021,4_town,Harwinton,total,less_than_hs,228,108,0.06,0.027
2021,4_town,Harwinton,total,high_school,982,172,0.25,0.036
2021,4_town,Harwinton,total,some_college_aa,1274,234,0.32,0.05
2021,4_town,Harwinton,total,bachelors_plus,1497,245,0.38,0.049
2021,4_town,Harwinton,white,ages25plus,3869,388,NA,NA
2021,4_town,Harwinton,white,less_than_hs,202,94,0.05,0.024
2021,4_town,Harwinton,white,high_school,950,172,0.25,0.037
2021,4_town,Harwinton,white,some_college_aa,1262,192,0.33,0.037
2021,4_town,Harwinton,white,bachelors_plus,1455,274,0.38,0.06
2021,4_town,Harwinton,black,ages25plus,21,45,NA,NA
2021,4_town,Harwinton,black,less_than_hs,0,19,0,0.905
2021,4_town,Harwinton,black,high_school,9,24,0.43,0.68
2021,4_town,Harwinton,black,some_college_aa,1,19,0.05,0.899
2021,4_town,Harwinton,black,bachelors_plus,11,26,0.52,0.522
2021,4_town,Harwinton,latino,ages25plus,60,52,NA,NA
2021,4_town,Harwinton,latino,less_than_hs,26,30,0.43,0.33
2021,4_town,Harwinton,latino,high_school,23,26,0.38,0.278
2021,4_town,Harwinton,latino,some_college_aa,11,28,0.18,0.439
2021,4_town,Harwinton,latino,bachelors_plus,0,19,0,0.317
2021,4_town,Harwinton,asian,ages25plus,11,37,NA,NA
2021,4_town,Harwinton,asian,less_than_hs,0,19,0,1.727
2021,4_town,Harwinton,asian,high_school,0,19,0,1.727
2021,4_town,Harwinton,asian,some_college_aa,0,19,0,1.727
2021,4_town,Harwinton,asian,bachelors_plus,11,16,1,3.665
2021,4_town,Harwinton,aian,ages25plus,0,19,NA,NA
2021,4_town,Harwinton,aian,less_than_hs,0,19,NA,NA
2021,4_town,Harwinton,aian,high_school,0,19,NA,NA
2021,4_town,Harwinton,aian,some_college_aa,0,19,NA,NA
2021,4_town,Harwinton,aian,bachelors_plus,0,19,NA,NA
2021,4_town,Harwinton,other_race,ages25plus,44,85,NA,NA
2021,4_town,Harwinton,other_race,less_than_hs,0,19,0,0.432
2021,4_town,Harwinton,other_race,high_school,13,47,0.3,0.903
2021,4_town,Harwinton,other_race,some_college_aa,11,47,0.25,0.953
2021,4_town,Harwinton,other_race,bachelors_plus,20,50,0.45,0.721
2021,4_town,Hebron,total,ages25plus,6606,499,NA,NA
2021,4_town,Hebron,total,less_than_hs,191,98,0.03,0.015
2021,4_town,Hebron,total,high_school,1328,240,0.2,0.033
2021,4_town,Hebron,total,some_college_aa,1619,264,0.25,0.035
2021,4_town,Hebron,total,bachelors_plus,3468,335,0.52,0.032
2021,4_town,Hebron,white,ages25plus,6306,458,NA,NA
2021,4_town,Hebron,white,less_than_hs,184,82,0.03,0.013
2021,4_town,Hebron,white,high_school,1238,235,0.2,0.034
2021,4_town,Hebron,white,some_college_aa,1604,248,0.25,0.035
2021,4_town,Hebron,white,bachelors_plus,3280,294,0.52,0.027
2021,4_town,Hebron,black,ages25plus,1,38,NA,NA
2021,4_town,Hebron,black,less_than_hs,1,19,1,42.485
2021,4_town,Hebron,black,high_school,0,19,0,19
2021,4_town,Hebron,black,some_college_aa,0,19,0,19
2021,4_town,Hebron,black,bachelors_plus,0,19,0,19
2021,4_town,Hebron,latino,ages25plus,136,108,NA,NA
2021,4_town,Hebron,latino,less_than_hs,6,21,0.04,0.15
2021,4_town,Hebron,latino,high_school,15,18,0.11,0.099
2021,4_town,Hebron,latino,some_college_aa,0,19,0,0.14
2021,4_town,Hebron,latino,bachelors_plus,115,103,0.85,0.35
2021,4_town,Hebron,asian,ages25plus,76,73,NA,NA
2021,4_town,Hebron,asian,less_than_hs,0,19,0,0.25
2021,4_town,Hebron,asian,high_school,18,33,0.24,0.37
2021,4_town,Hebron,asian,some_college_aa,0,19,0,0.25
2021,4_town,Hebron,asian,bachelors_plus,58,60,0.76,0.293
2021,4_town,Hebron,aian,ages25plus,0,19,NA,NA
2021,4_town,Hebron,aian,less_than_hs,0,19,NA,NA
2021,4_town,Hebron,aian,high_school,0,19,NA,NA
2021,4_town,Hebron,aian,some_college_aa,0,19,NA,NA
2021,4_town,Hebron,aian,bachelors_plus,0,19,NA,NA
2021,4_town,Hebron,other_race,ages25plus,107,96,NA,NA
2021,4_town,Hebron,other_race,less_than_hs,6,44,0.06,0.408
2021,4_town,Hebron,other_race,high_school,64,65,0.6,0.285
2021,4_town,Hebron,other_race,some_college_aa,15,40,0.14,0.352
2021,4_town,Hebron,other_race,bachelors_plus,22,39,0.21,0.314
2021,4_town,Kent,total,ages25plus,2344,362,NA,NA
2021,4_town,Kent,total,less_than_hs,235,184,0.1,0.077
2021,4_town,Kent,total,high_school,640,162,0.27,0.055
2021,4_town,Kent,total,some_college_aa,490,176,0.21,0.068
2021,4_town,Kent,total,bachelors_plus,979,200,0.42,0.056
2021,4_town,Kent,white,ages25plus,2032,336,NA,NA
2021,4_town,Kent,white,less_than_hs,142,167,0.07,0.081
2021,4_town,Kent,white,high_school,584,155,0.29,0.06
2021,4_town,Kent,white,some_college_aa,471,174,0.23,0.077
2021,4_town,Kent,white,bachelors_plus,835,175,0.41,0.053
2021,4_town,Kent,black,ages25plus,28,35,NA,NA
2021,4_town,Kent,black,less_than_hs,0,13,0,0.464
2021,4_town,Kent,black,high_school,0,13,0,0.464
2021,4_town,Kent,black,some_college_aa,19,23,0.68,1.181
2021,4_town,Kent,black,bachelors_plus,9,19,0.32,0.547
2021,4_town,Kent,latino,ages25plus,137,85,NA,NA
2021,4_town,Kent,latino,less_than_hs,87,70,0.64,0.325
2021,4_town,Kent,latino,high_school,0,13,0,0.095
2021,4_town,Kent,latino,some_college_aa,0,13,0,0.095
2021,4_town,Kent,latino,bachelors_plus,50,45,0.36,0.238
2021,4_town,Kent,asian,ages25plus,55,54,NA,NA
2021,4_town,Kent,asian,less_than_hs,0,13,0,0.236
2021,4_town,Kent,asian,high_school,22,40,0.4,0.612
2021,4_town,Kent,asian,some_college_aa,0,13,0,0.236
2021,4_town,Kent,asian,bachelors_plus,33,31,0.6,0.815
2021,4_town,Kent,aian,ages25plus,2,27,NA,NA
2021,4_town,Kent,aian,less_than_hs,2,14,1,15.207
2021,4_town,Kent,aian,high_school,0,13,0,6.5
2021,4_town,Kent,aian,some_college_aa,0,13,0,6.5
2021,4_town,Kent,aian,bachelors_plus,0,13,0,6.5
2021,4_town,Kent,other_race,ages25plus,136,87,NA,NA
2021,4_town,Kent,other_race,less_than_hs,25,42,0.18,0.286
2021,4_town,Kent,other_race,high_school,34,46,0.25,0.298
2021,4_town,Kent,other_race,some_college_aa,0,13,0,0.096
2021,4_town,Kent,other_race,bachelors_plus,77,59,0.57,0.239
2021,4_town,Killingly,total,ages25plus,12883,849,NA,NA
2021,4_town,Killingly,total,less_than_hs,1525,323,0.12,0.024
2021,4_town,Killingly,total,high_school,4658,478,0.36,0.028
2021,4_town,Killingly,total,some_college_aa,3806,478,0.3,0.032
2021,4_town,Killingly,total,bachelors_plus,2894,399,0.22,0.027
2021,4_town,Killingly,white,ages25plus,11764,796,NA,NA
2021,4_town,Killingly,white,less_than_hs,1342,308,0.11,0.025
2021,4_town,Killingly,white,high_school,4142,440,0.35,0.029
2021,4_town,Killingly,white,some_college_aa,3538,446,0.3,0.032
2021,4_town,Killingly,white,bachelors_plus,2742,382,0.23,0.028
2021,4_town,Killingly,black,ages25plus,147,125,NA,NA
2021,4_town,Killingly,black,less_than_hs,0,21,0,0.143
2021,4_town,Killingly,black,high_school,60,68,0.41,0.306
2021,4_town,Killingly,black,some_college_aa,71,97,0.48,0.516
2021,4_town,Killingly,black,bachelors_plus,16,34,0.11,0.212
2021,4_town,Killingly,latino,ages25plus,496,248,NA,NA
2021,4_town,Killingly,latino,less_than_hs,71,97,0.14,0.182
2021,4_town,Killingly,latino,high_school,321,209,0.65,0.27
2021,4_town,Killingly,latino,some_college_aa,26,47,0.05,0.091
2021,4_town,Killingly,latino,bachelors_plus,78,81,0.16,0.143
2021,4_town,Killingly,asian,ages25plus,129,92,NA,NA
2021,4_town,Killingly,asian,less_than_hs,81,74,0.63,0.359
2021,4_town,Killingly,asian,high_school,48,47,0.37,0.25
2021,4_town,Killingly,asian,some_college_aa,0,21,0,0.163
2021,4_town,Killingly,asian,bachelors_plus,0,21,0,0.163
2021,4_town,Killingly,aian,ages25plus,12,45,NA,NA
2021,4_town,Killingly,aian,less_than_hs,0,21,0,1.75
2021,4_town,Killingly,aian,high_school,12,26,1,4.331
2021,4_town,Killingly,aian,some_college_aa,0,21,0,1.75
2021,4_town,Killingly,aian,bachelors_plus,0,21,0,1.75
2021,4_town,Killingly,other_race,ages25plus,676,240,NA,NA
2021,4_town,Killingly,other_race,less_than_hs,102,104,0.15,0.144
2021,4_town,Killingly,other_race,high_school,345,182,0.51,0.199
2021,4_town,Killingly,other_race,some_college_aa,171,100,0.25,0.118
2021,4_town,Killingly,other_race,bachelors_plus,58,61,0.09,0.085
2021,4_town,Killingworth,total,ages25plus,4702,548,NA,NA
2021,4_town,Killingworth,total,less_than_hs,68,82,0.01,0.017
2021,4_town,Killingworth,total,high_school,1167,265,0.25,0.048
2021,4_town,Killingworth,total,some_college_aa,1162,311,0.25,0.06
2021,4_town,Killingworth,total,bachelors_plus,2305,356,0.49,0.05
2021,4_town,Killingworth,white,ages25plus,4367,497,NA,NA
2021,4_town,Killingworth,white,less_than_hs,68,50,0.02,0.011
2021,4_town,Killingworth,white,high_school,1100,267,0.25,0.054
2021,4_town,Killingworth,white,some_college_aa,1109,282,0.25,0.058
2021,4_town,Killingworth,white,bachelors_plus,2090,307,0.48,0.044
2021,4_town,Killingworth,black,ages25plus,0,19,NA,NA
2021,4_town,Killingworth,black,less_than_hs,0,19,NA,NA
2021,4_town,Killingworth,black,high_school,0,19,NA,NA
2021,4_town,Killingworth,black,some_college_aa,0,19,NA,NA
2021,4_town,Killingworth,black,bachelors_plus,0,19,NA,NA
2021,4_town,Killingworth,latino,ages25plus,107,97,NA,NA
2021,4_town,Killingworth,latino,less_than_hs,0,19,0,0.178
2021,4_town,Killingworth,latino,high_school,0,19,0,0.178
2021,4_town,Killingworth,latino,some_college_aa,0,19,0,0.178
2021,4_town,Killingworth,latino,bachelors_plus,107,91,1,1.243
2021,4_town,Killingworth,asian,ages25plus,76,90,NA,NA
2021,4_town,Killingworth,asian,less_than_hs,0,19,0,0.25
2021,4_town,Killingworth,asian,high_school,0,19,0,0.25
2021,4_town,Killingworth,asian,some_college_aa,40,74,0.53,0.748
2021,4_town,Killingworth,asian,bachelors_plus,36,43,0.47,0.074
2021,4_town,Killingworth,aian,ages25plus,0,19,NA,NA
2021,4_town,Killingworth,aian,less_than_hs,0,19,NA,NA
2021,4_town,Killingworth,aian,high_school,0,19,NA,NA
2021,4_town,Killingworth,aian,some_college_aa,0,19,NA,NA
2021,4_town,Killingworth,aian,bachelors_plus,0,19,NA,NA
2021,4_town,Killingworth,other_race,ages25plus,195,132,NA,NA
2021,4_town,Killingworth,other_race,less_than_hs,0,19,0,0.097
2021,4_town,Killingworth,other_race,high_school,67,77,0.34,0.319
2021,4_town,Killingworth,other_race,some_college_aa,13,48,0.07,0.242
2021,4_town,Killingworth,other_race,bachelors_plus,115,94,0.59,0.27
2021,4_town,Lebanon,total,ages25plus,5338,600,NA,NA
2021,4_town,Lebanon,total,less_than_hs,293,147,0.05,0.027
2021,4_town,Lebanon,total,high_school,1647,322,0.31,0.049
2021,4_town,Lebanon,total,some_college_aa,1469,305,0.28,0.048
2021,4_town,Lebanon,total,bachelors_plus,1929,376,0.36,0.058
2021,4_town,Lebanon,white,ages25plus,4871,524,NA,NA
2021,4_town,Lebanon,white,less_than_hs,260,135,0.05,0.027
2021,4_town,Lebanon,white,high_school,1538,315,0.32,0.055
2021,4_town,Lebanon,white,some_college_aa,1323,260,0.27,0.045
2021,4_town,Lebanon,white,bachelors_plus,1750,298,0.36,0.047
2021,4_town,Lebanon,black,ages25plus,0,19,NA,NA
2021,4_town,Lebanon,black,less_than_hs,0,19,NA,NA
2021,4_town,Lebanon,black,high_school,0,19,NA,NA
2021,4_town,Lebanon,black,some_college_aa,0,19,NA,NA
2021,4_town,Lebanon,black,bachelors_plus,0,19,NA,NA
2021,4_town,Lebanon,latino,ages25plus,284,201,NA,NA
2021,4_town,Lebanon,latino,less_than_hs,8,25,0.03,0.086
2021,4_town,Lebanon,latino,high_school,88,118,0.31,0.353
2021,4_town,Lebanon,latino,some_college_aa,146,151,0.51,0.388
2021,4_town,Lebanon,latino,bachelors_plus,42,54,0.15,0.159
2021,4_town,Lebanon,asian,ages25plus,25,45,NA,NA
2021,4_town,Lebanon,asian,less_than_hs,25,31,1,2.186
2021,4_town,Lebanon,asian,high_school,0,19,0,0.76
2021,4_town,Lebanon,asian,some_college_aa,0,19,0,0.76
2021,4_town,Lebanon,asian,bachelors_plus,0,19,0,0.76
2021,4_town,Lebanon,aian,ages25plus,0,19,NA,NA
2021,4_town,Lebanon,aian,less_than_hs,0,19,NA,NA
2021,4_town,Lebanon,aian,high_school,0,19,NA,NA
2021,4_town,Lebanon,aian,some_college_aa,0,19,NA,NA
2021,4_town,Lebanon,aian,bachelors_plus,0,19,NA,NA
2021,4_town,Lebanon,other_race,ages25plus,410,247,NA,NA
2021,4_town,Lebanon,other_race,less_than_hs,8,46,0.02,0.112
2021,4_town,Lebanon,other_race,high_school,109,128,0.27,0.268
2021,4_town,Lebanon,other_race,some_college_aa,125,153,0.3,0.325
2021,4_town,Lebanon,other_race,bachelors_plus,168,139,0.41,0.232
2021,4_town,Ledyard,total,ages25plus,10311,815,NA,NA
2021,4_town,Ledyard,total,less_than_hs,233,154,0.02,0.015
2021,4_town,Ledyard,total,high_school,2547,379,0.25,0.031
2021,4_town,Ledyard,total,some_college_aa,3594,525,0.35,0.043
2021,4_town,Ledyard,total,bachelors_plus,3937,471,0.38,0.034
2021,4_town,Ledyard,white,ages25plus,8878,729,NA,NA
2021,4_town,Ledyard,white,less_than_hs,226,141,0.03,0.016
2021,4_town,Ledyard,white,high_school,2004,325,0.23,0.032
2021,4_town,Ledyard,white,some_college_aa,3154,479,0.36,0.045
2021,4_town,Ledyard,white,bachelors_plus,3494,420,0.39,0.035
2021,4_town,Ledyard,black,ages25plus,175,106,NA,NA
2021,4_town,Ledyard,black,less_than_hs,0,21,0,0.12
2021,4_town,Ledyard,black,high_school,58,52,0.33,0.219
2021,4_town,Ledyard,black,some_college_aa,53,60,0.3,0.29
2021,4_town,Ledyard,black,bachelors_plus,64,68,0.37,0.319
2021,4_town,Ledyard,latino,ages25plus,449,175,NA,NA
2021,4_town,Ledyard,latino,less_than_hs,0,21,0,0.047
2021,4_town,Ledyard,latino,high_school,354,163,0.79,0.193
2021,4_town,Ledyard,latino,some_college_aa,79,54,0.18,0.099
2021,4_town,Ledyard,latino,bachelors_plus,16,24,0.04,0.052
2021,4_town,Ledyard,asian,ages25plus,485,188,NA,NA
2021,4_town,Ledyard,asian,less_than_hs,5,22,0.01,0.045
2021,4_town,Ledyard,asian,high_school,92,78,0.19,0.143
2021,4_town,Ledyard,asian,some_college_aa,158,124,0.33,0.222
2021,4_town,Ledyard,asian,bachelors_plus,230,116,0.47,0.153
2021,4_town,Ledyard,aian,ages25plus,211,98,NA,NA
2021,4_town,Ledyard,aian,less_than_hs,2,4,0.01,0.018
2021,4_town,Ledyard,aian,high_school,59,50,0.28,0.198
2021,4_town,Ledyard,aian,some_college_aa,91,70,0.43,0.264
2021,4_town,Ledyard,aian,bachelors_plus,59,47,0.28,0.181
2021,4_town,Ledyard,other_race,ages25plus,376,184,NA,NA
2021,4_town,Ledyard,other_race,less_than_hs,0,21,0,0.056
2021,4_town,Ledyard,other_race,high_school,212,153,0.56,0.299
2021,4_town,Ledyard,other_race,some_college_aa,74,67,0.2,0.15
2021,4_town,Ledyard,other_race,bachelors_plus,90,74,0.24,0.158
2021,4_town,Lisbon,total,ages25plus,2822,327,NA,NA
2021,4_town,Lisbon,total,less_than_hs,156,112,0.06,0.039
2021,4_town,Lisbon,total,high_school,1027,209,0.36,0.061
2021,4_town,Lisbon,total,some_college_aa,961,168,0.34,0.045
2021,4_town,Lisbon,total,bachelors_plus,678,149,0.24,0.045
2021,4_town,Lisbon,white,ages25plus,2682,311,NA,NA
2021,4_town,Lisbon,white,less_than_hs,144,103,0.05,0.038
2021,4_town,Lisbon,white,high_school,1008,204,0.38,0.062
2021,4_town,Lisbon,white,some_college_aa,903,154,0.34,0.042
2021,4_town,Lisbon,white,bachelors_plus,627,144,0.23,0.046
2021,4_town,Lisbon,black,ages25plus,12,33,NA,NA
2021,4_town,Lisbon,black,less_than_hs,0,13,0,1.083
2021,4_town,Lisbon,black,high_school,0,13,0,1.083
2021,4_town,Lisbon,black,some_college_aa,0,13,0,1.083
2021,4_town,Lisbon,black,bachelors_plus,12,24,1,3.4
2021,4_town,Lisbon,latino,ages25plus,25,36,NA,NA
2021,4_town,Lisbon,latino,less_than_hs,0,13,0,0.52
2021,4_town,Lisbon,latino,high_school,0,13,0,0.52
2021,4_town,Lisbon,latino,some_college_aa,9,21,0.36,0.661
2021,4_town,Lisbon,latino,bachelors_plus,16,23,0.64,1.302
2021,4_town,Lisbon,asian,ages25plus,46,48,NA,NA
2021,4_town,Lisbon,asian,less_than_hs,12,25,0.26,0.47
2021,4_town,Lisbon,asian,high_school,11,24,0.24,0.458
2021,4_town,Lisbon,asian,some_college_aa,15,27,0.33,0.478
2021,4_town,Lisbon,asian,bachelors_plus,8,20,0.17,0.395
2021,4_town,Lisbon,aian,ages25plus,26,39,NA,NA
2021,4_town,Lisbon,aian,less_than_hs,0,13,0,0.5
2021,4_town,Lisbon,aian,high_school,0,13,0,0.5
2021,4_town,Lisbon,aian,some_college_aa,16,26,0.62,0.385
2021,4_town,Lisbon,aian,bachelors_plus,10,21,0.38,0.565
2021,4_town,Lisbon,other_race,ages25plus,47,62,NA,NA
2021,4_town,Lisbon,other_race,less_than_hs,0,13,0,0.277
2021,4_town,Lisbon,other_race,high_school,8,33,0.17,0.665
2021,4_town,Lisbon,other_race,some_college_aa,18,38,0.38,0.631
2021,4_town,Lisbon,other_race,bachelors_plus,21,35,0.45,0.455
2021,4_town,Litchfield,total,ages25plus,6302,472,NA,NA
2021,4_town,Litchfield,total,less_than_hs,291,131,0.05,0.02
2021,4_town,Litchfield,total,high_school,1625,230,0.26,0.031
2021,4_town,Litchfield,total,some_college_aa,1688,279,0.27,0.039
2021,4_town,Litchfield,total,bachelors_plus,2698,274,0.43,0.029
2021,4_town,Litchfield,white,ages25plus,5738,422,NA,NA
2021,4_town,Litchfield,white,less_than_hs,222,81,0.04,0.014
2021,4_town,Litchfield,white,high_school,1537,230,0.27,0.035
2021,4_town,Litchfield,white,some_college_aa,1513,225,0.26,0.034
2021,4_town,Litchfield,white,bachelors_plus,2466,260,0.43,0.032
2021,4_town,Litchfield,black,ages25plus,153,158,NA,NA
2021,4_town,Litchfield,black,less_than_hs,46,100,0.3,0.575
2021,4_town,Litchfield,black,high_school,16,32,0.1,0.179
2021,4_town,Litchfield,black,some_college_aa,68,114,0.44,0.587
2021,4_town,Litchfield,black,bachelors_plus,23,32,0.15,0.14
2021,4_town,Litchfield,latino,ages25plus,220,96,NA,NA
2021,4_town,Litchfield,latino,less_than_hs,19,29,0.09,0.126
2021,4_town,Litchfield,latino,high_school,56,32,0.25,0.094
2021,4_town,Litchfield,latino,some_college_aa,82,75,0.37,0.3
2021,4_town,Litchfield,latino,bachelors_plus,63,42,0.29,0.144
2021,4_town,Litchfield,asian,ages25plus,134,70,NA,NA
2021,4_town,Litchfield,asian,less_than_hs,4,20,0.03,0.148
2021,4_town,Litchfield,asian,high_school,0,19,0,0.142
2021,4_town,Litchfield,asian,some_college_aa,16,18,0.12,0.119
2021,4_town,Litchfield,asian,bachelors_plus,114,62,0.85,0.129
